corpus_id,definition,present,present_1sg,imperfective,perfective,imperative,infinitive
439,he/she is waving his/her hand,ahsolvtaki',kahsolvtaki',ahsolvtakihsk,uhsolvtakihs,hahsolvtaki,uhsolvtakihst
440,he/she is pressing down on him/her,ahsonhstih,tsiyahsonhstih,ahsonhstihsk,uhsonhsthan,hiyahsonhsta,uhsonhstoht
441,he/she is wounding him/her,ahsonvhsk,tsihsonvhsk,ahsonvhsk,uhsonvnh,hihsonvna,uhsonvhst
443,he/she is sopping it,ahsu',kahsu',ahsuhsk,uhsuhs,hahsutsa,uhsuhst
444,he/she is fishing,ahsuhvhsk,kahsuhvhsk,ahsuhvhsk,uhsunh,hahsuhvka,uhsuht
445,he/she is painting it,ahsuwhihsk,tsihsuwhihsk,ahsuwhihsk,uhsuwhihs,hihsuwha,uhsuwhihst
446,he/she is changing his/her pants,ahsula'iyv',kahsula'iyv',ahsula'iyvhsk,uhsula'iyvhs,hahsula'iyvna,uhsula'iyvhst
447,he/she is taking his/her pants off,ahsule',kahsule',ahsulehsk,uhsulehs,hahsulaki,uhsulehst
448,he/she is putting his/her pants on,ahsuli',kahsuli',ahsulihsk,uhsulan,hahsulvka,uhsulot
449,he/she is quitting,ahsulikok,tsihsulikok,ahsulikok,uhsulikots,hihsuliko'i,uhsulikohst
452,he/she is choosing him/her,ahsuye',tsiyahsuye',ahsuyehsk,uhsuyehs,hiyahsuyaki,uhsuyehst
453,he/she is stirring it,ahsuyeh,kahsuyeh,ahsuyehsk,uhsuyeh,hahsuyvla,uhsuyeht
454,he/she is mixing it in,ahsuyvhsk,kahsuyvhsk,ahsuyvhsk,uhsuyvn,hahsuyv'vka,uhsuyvt
455,it smells,ahsvk,tsihsvk,ahsvk,,,
458,he/she is touching him/her,ahsvnhih,tsiyahsvnhih,ahsvnhih,uhsvnhil,hiyahsvnhka,uhsvnhst
459,he/she is drinking it up,ahsvhvhsk,tsihsvhvhsk,ahsvhvhsk,uhsvnh,hihsvnha,uhsvhvhst
463,he/she is holding his/her breath,athawhohstih,ka'tawhohstih,athawhohstihsk,uthawhohsthan,hathawhohsta,uthawhohstoht
464,he/she is mooring a boat,athalati',tsithalati',athalatihsk,uthalat,hithalata,uthalatihst
465,he/she is drilling a hole,athalehsk,tsithalehsk,athalehsk,uthalehs,hithalaka,uthalehst
467,it’s steaming,athanolek,,athanolek,uthanolvhs,,uthanolvhst
469,it’s exploding,athahski',,athahskihsk,uthahskihs,hathahski,uthahskihst
470,he/she is exploding it,athahskihstih,tsithahskihstih,athahskihstihsk,uthahskihsthan,hathahskihsta,uthahskihstoht
472,he/she is kissing him/her,athaweto'vhsk,tsitaweto'vhsk,athaweto'vhsk,uthaweton,hitaweto'vka,uthawetot
473,he/she is combing someone’s hair,athawo',tsithawo',athawohsk,uthawo',hithawotsa,uthahsohst
474,he/she is asking for it,athayohih,tsithayohih,athayohih,uthayolh,hithayoha,uthayohst
475,he/she is joining,athelati',kate'lati',athelatihsk,uthelat,hathelata,uthelatihst
477,he/she is shaking him/her,athelvhvhsk,tsithelvhvhsk,athelvhvhsk,uthelvnh,hithelvna,uthelht
479,he/she is leading him/her,athinh,tsiyathinh,athinhek,uthinhvhs,hiyathinhuka,uthinhvhst
480,he/she is arguing,athiyohih,ka'tiyohih,athiyohih,uthiyolh,hathiyoka,uthiyohst
482,he/she is running,atlh,katitlh,atlhihs,,,
483,he/she is racing,athohkiya',kathohkiya',athohkiyahsk,uthohkiy,hathohkiya,uthohkiyahst
486,he/she is loaning it to him/her,atholhstih,tsiyatholhstih,atholhstihsk,utholhsthan,hiyatholhsta,utholhstoht
487,he/she is borrowing him/her,atholhsk,katholhsk,atholhsk,utholhs,hathola,utholhihst
488,it’s flashing,athoyawhsk,,athoyawhsk,uthoyawhs,,uthoyawhst
489,he/she is taking a bite,atste',katsihste',atstehsk,utstehs,hatstaki,utstehst
490,he/she is lying,atsko'vhsk,katsihsko'vhsk,atsko'vhsk,utskon,hatsko'vka,utskot
491,he/she is taking a drink,athuki',ka'tuki',athukihsk,uthukihs,hathuki,uthukihst
493,he/she is promising,athu'ihstih,tsithu'ihstih,athu'ihstihsk,uthu'ihsthan,hithu'ihsta,uthu'ihstoht
494,he/she is listening to him/her,athvtahstih,tsiyathvtahstih,athvtahstihsk,uthvtahsthan,hiyathvtahsta,uthvtahstoht
495,he/she is asking him/her a question,athvtvhvhsk,tsiyathvtvhvhsk,athvtvhvhsk,uthvtvnh,hiyathvtvhvka,uthvtht
496,he/she hears him/her,athvki',tsiyathvki',athvkihsk,uthvkan,hiyathvkvka,uthvkot
497,he/she is raising him/her,athvhihstih,tsiya'tvhihstih,athvhihstihsk,uthvhihsthan,hiya'tvhihsta,uthvhihstoht
498,he/she is growing,athvhsk,ka'tvhsk,athvhsk,uthvhs,hathvhi,uthvhihst
502,he/she is inside,aya',tsiya',aya',,,
504,he/she is distributing it,ayathohih,tsiyathohih,ayathohih,uyatholh,hiyathohi,uyathohihst
507,he/she is waking up,ayek,tsiyek,ayek,uyets,hiyeki,uye'ihst
509,he/she is waking him/her up,aye'ihstih,tsiye'ihstih,aye'ihstihsk,uye'ihsthan,hiye'ihsta,uye'ihstoht
511,he/she is putting him/her inside,ayhtih,tsiyvtih,ayhtihsk,uyhthan,hiyvta,uyhtoht
512,it’s crowing,ayhk,kayhk,ayhk,uyvlhs,hayvla,uyvlhihst
513,he/she is getting it,ayih,tsiyi',ayihsk,uyvh,hiya,uyht
515,it’s breaking,ayok,tsiyok,ayok,uyots,hiyoki,uyoyhst
516,he/she is shooting him/her,ayohih,tsiyo'ih,ayohih,uyolh,hiyo'a,uyohst
517,he/she is taking a break,ayohihstih,tsi'yohihstih,ayohihstihsk,uyohihsthan,hiyohihsta,uyohihstoht
519,he/she is whittling it,ayolhvhsk,tsiyolvhsk,ayolhvhsk,uyolhan,hiyolhvka,uyolhvhst
521,he/she is dying,ayohuhsk,uyohuhsv',hiyohuhi,ayohuhsko'i,uyohuhihsti,
522,he/she is breaking it up,ayolih,tsiyo'ihstih,ayo'ihstihsk,uyo'ihsthan,hiyo'ihsta,uyo'ihstoht
523,he/she is greeting him/her,ayolih,tsiyolih,ayolih,uyolil,hiyolika,uyolihst
524,he/she is breaking it,ayohstih,tsiyohstih,ayohstihsk,uyohsthan,hiyohsta,uyohstoht
526,he/she is destroying it,ayohsthanohvhsk,tsiyohsthanohvhsk,ayohsthanohvhsk,uyohsthanonh,hiyohsthanonha,uyohsthanohvhst
529,he/she is entering it,ayvhih,tsiyv'ih,ayvhih,uyvlh,hiyvha,uyvhst
530,he/she is finding it,ayvwhahthih,tsiyvwahthih,ayvwhahthihsk,uyvwhahthvh,hiyvwhahtha,uyvwhahthvht
531,he/she is taking it somewhere,ayvwhitih,tsiyvwitih,ayvwhitihsk,uyvwhitvh,hiyvwhita,uyvwhitht
539,he/she is making an X,tatanhawhstih,tekatanawhstih,tatanhawhstihsk,tutanhawhsthan,thatanhawhsta,tsutanhawhstoht
541,he/she is conjuring,tatanhehse',tekatanehse',tatanhehsehsk,tutanhehsa',thatanhehsaka,tsutanhehsehst
542,he/she is accepting him/her,tatanilvk,tetsiyatanilvk,tatanilvk,tutanilvts,thiyatanilvki,tsutanilvhst
543,he/she is dodging,tatanvtihstih,tekatanvtihstih,tatanvtihstihsk,tutanvtihsthan,thatanvtihsta,tsutanvtihstoht
544,he/she is performing baptism,tatawo',tekatawo',tatawohsk,tutawo',thatawotsa,tsutawohst
545,he/she is giving up,tatayohsk,tekatayohsk,tatayohsk,tutayohs,thatayohi,tsutayohihst
546,he/she is teaching,tateyhohvhsk,tekateyohvhsk,tateyhohvhsk,tuteyonh,thateyhohvka,tsuteyhoht
547,he/she is weeping,tatloyhih,tekatloyih,tatloyhih,tutloyhil,thatloyhka,tsutloyhst
548,he/she is being married,takatshvhstih,tvkwatshvhstih,takatshvhstihsk,takatshvhsthan,witetsatshvhsta,tsakatshvhstoht
550,he/she is setting a price,takvwalhtih,tetsikvwalotih,takvwalhtihsk,tukvwalhthan,thikvwalhta,tsukvwalhtoht
552,he/she is rocking,talhihkeh,tekalihkeh,talhihkehsk,tulhihkeh,thalhihkvla,tsulhihkeht
553,he/she is drawing a picture of him/her,talhilohstih,tetsiyatlilohstih,talhilohstihsk,tulhilohsthan,thiyatlilohsta,tsulhilohstoht
554,he/she is conversing,talhinoheh,tekalinoheh,talhinohehsk,tulhinohelh,thalhinohvla,tsulhinoheht
555,he/she is jumping,talhthatek,tekalithatek,talhthatek,tulhthatinvhs,thalhthatuka,tsulhthatinvt
557,he/she is changing clothes,tanhawa'iyv',tekaniwa'iyv',tanhawa'iyvhsk,tunhawa'iyvhs,thanhawa'iyvna,tsunhawa'iyvhst
558,he/she is undressing,tanhawe',tekaniwe',tanhawehsk,tunhawehs,thanhawaki,tsunhawehst
559,he/she is putting on clothes,tanhawo',tekaniwo',tanhawohsk,tunhawo',thanhawotsa,tsunhawohst
561,he/she is putting fuel into a fire,tahvthvhsk,tetsi'vthvhsk,tahvthvhsk,tuhvthan,thihvthvka,tsuhvtht
562,he/she is tickling him/her,tayhvki',tetsiyvki',tayhvkihsk,tuyhvk,thiyvka,tsuyhvkihst
564,he/she is squatting,tatsilhuhsk,tekatsilhuhsk,tatsilhuhsk,tutsilhun,thatsilhuka,tsukilhuhst
565,he/she is tying it,takhanehih,tetsikanehih,takhanehih,tukhanelh,thikhaneka,tsukhanehst
566,he/she is untying it,takhaneyhih,tetsikaneyhih,takhaneyhihsk,tukhaneyhvh,thikhaneyha,tsukhaneyhvht
567,he/she is looking after him/her,takhanowatitoh,tetsikanowatitoh,takhanowatitoh,tukhanowatitol,thikanowatita,tsukhanowatitahst
568,he/she is becoming blind,takhewak,tetsi'kewak,takhewak,tukhewats,thikhewaki,tsukhewa'ihst
571,he/she is making smoke,takhsvhstih,tetsikahsvhstih,takhsvhstihsk,tukhsvhsthan,thikhsvhsta,tsukhsvhstoht
572,he/she is blinking,takhthanawhsk,tekakathanawhsk,takhthanawhsk,tukhthanawhs,thakhthanawha,tsukhthanawhst
573,he/she is closing his eyes,takhthahstih,tekakathahstih,takhthahstihsk,tukhthahsthan,thakhthahsta,tsukhthahstoht
574,he/she is attacking him/her,takhthilek,tetsikathilek,takhthilek,tukhthilvhs,thikathiluka,tsukhthilvhst
575,he/she is taking off his/her glasses,takhthinvte',tekakathinvte',takhthinvtehsk,tukhthinvtehs,thakhthinvtaki,tsukhthinvtehst
576,he/she is putting on glasses,takhthinvthvhsk,tekakathinvthvhsk,takhthinvthvhsk,tukhthinvthan,thakhthinvthvka,tsukhthinvtht
577,he/she is shelling corn,takhtlhih,tetsikatlhih,takhtlhihsk,tukhtlhvh,thikhtlha,tsukhtlhvht
578,he/she is snoring,takwhalaki',tetsikwhalaki',takwhalakihsk,tukwhalakihs,thikwhalaki,tsukwhalakihst
579,he/she is sprinkling it,takwhayo'vhsk,tetsikwhayo'vhsk,takwhayo'vhsk,tukwhayon,thikwhayo'vka,tsukwhakot
582,he/she is putting on shoes,talahsulhvhsk,tekalahsulhvhsk,talahsulhvhsk,tulahsulhan,thalahsulhvka,tsulahsulht
583,he/she is changing shoes,talahsula'iyv',tekalahsula'iyv',talahsula'iyvhsk,tulahsula'iyvhs,thalahsula'iyvna,tsulahsula'iyvhst
584,he/she is taking off his/her shoes,talahsule',tekalahsule',talahsulehsk,tulahsulehs,thalahsulaki,tsulahsulehst
585,he/she is helping him/her up,talehtih,tetsiyaletih,talehtihsk,tulehthan,thiyaleta,tsulehtoht
586,he/she is recuperating,talehihsih,tekale'ihsih,talehihsihsk,tulehihsanh,thalehihsa,tsulehihsoht
587,he/she is getting up,talehvhsk,tekale'vhsk,talehvhsk,tulenh,thalehvka,tsuleht
589,he/she is taking off his/her gloves,taliyehsule',tekaliyehsule',taliyehsulehsk,tuliyehsulehs,thaliyehsulaki,tsuliyehsulehst
590,he/she is putting on his/her gloves,taliyehsuli',tekaliyehsuli',taliyehsulihsk,tuliyehsulan,thaliyehsulvka,tsuliyehsulot
591,he/she is taking off his/her socks,taliyoki',tekaliyoki',taliyokihsk,tuliyokihs,thaliyoki,tsuliyokihst
592,he/she is putting on his/her socks,taliyohih,tekaliyo'ih,taliyohih,tuliyolh,thaliyoka,tsuliyohst
593,he/she is changing his/her socks,taliyohsih,tekaliyohsih,taliyohsih,tuliyohsvh,thaliyohsa,tsuliyohsvht
594,he/she is aiming at him/her,talhsohstih,tetsiyalihsohstih,talhsohstihsk,tulhsohsthan,thiyalihsohsta,tsulhsohstoht
596,they are having a trial,tanatahi'litoh,totsatahi'litoh,tanatahi'litoh,tunatahi'litol,titsatahi'lita,tsunatahi'litahst
597,they are meeting,tanatlohsk,totsatlohsk,tanatlohsk,tunatlohs,titsatlohi,tsunatlohihst
598,they are separating,tanakalenih,tohstakalenih,tanakalenihsk,tunakalenvh,tihstakalena,tsunakalenht
599,he/she is playing with him/her,tanelhtih,tetsiyanelhtih,tanelhtihsk,tunelhthan,thiyanelhta,tsunelhtoht
600,he/she is playing,tanelohvhsk,tekanelohvhsk,tanelohvhsk,tunelonh,thanelohvka,tsunelht
601,they’re having church services,tanilawik,totsilawik,tanilawik,tunilawits,titsilawiki,tsunilawihst
603,they are adjourning,taniyelihsk,totsiyelihsk,taniyelihsk,tuniyelihs,titsiyelihi,tsuniyelihihst
604,he/she is shooting at him/her,tahstayohih,tetsihstayohih,tahstayohih,tuhstayolh,thihstayoha,tsuhstayohst
605,he/she is splitting it,tahstluhsk,tetsihstluhsk,tahstluhsk,tuhstluyh,thihstluyha,tsuhstluhst
606,he/she is sprinkling it,tahstutli',tetsihstutli',tahstutlihsk,tuhstutl,thihstutla,tsuhstutlihst
607,he/she is counting it,tahsehih,tekahsehih,tahsehih,tuhselh,thahseka,tsuhsehst
608,he/she is cursing him/her,tahskinati',tetsihskinati',tahskinatihsk,tuhskinat,thihskinata,tsuhskinatihst
609,he/she is clapping his/her hands,tahsihthvnih,tekahsihthvnih,tahsihthvnih,tuhsihthvnil,thahsihthvnika,tsuhsihthvnihst
610,he/she is getting exhausted,tahsthayehsk,tekahsthayehsk,tahsthayehsk,tuhsthayehs,thahsthayehi,tsuhsthayehihst
611,it’s barking,tahsuwhihsk,tekahsuwhihsk,tahsuwhihsk,tuhsuwhihs,thahsuwha,tsuhsuwhihst
612,he/she is scheduling a time,tahsvhstih,tetsihsvhstih,tahsvhstihsk,tuhsvhsthan,thihsvhsta,tsuhsvhstoht
613,he/she is ironing,tathehsk,tetsithehsk,tathehsk,tuthehs,thithvla,tsuthehst
618,he/she is releasing him/her,tayohsk,tetsiyohsk,tayohsk,tuyohs,thiyohi,tsuyohihst
620,he/she is slamming him/her,tekalvtvnihstih,tetsilvtvnihstih,tekalvtvnihstihsk,tulvtvnihsthan,thilvtvnihsta,tsulvtvnihstoht
621,he/she is crossing,tekanatiwhsk,tetsinatiwhsk,tekanatiwhsk,tunatiwhs,thinatiwhi,tsunatiwhihst
622,he/she is advertising it,tekanotsalhvhsk,tetsinotsa'lvhsk,tekanotsalhvhsk,tunotsalhan,thinotsalhvka,tsunotsalht
623,he/she is crossing it,tekahsohk,tetsihsohk,tekahsohk,tuwahsohts,thihsohki,tsuwahsohihst
624,he/she is enduring it,tekethvhsk,teke'tvhsk,tekethvhsk,tuwethin,thethvka,tsuwetht
625,he/she is explaining it,tekohsihsih,tekohsihsih,tekohsihsihsk,tuwohsihsanh,thohsihsa,tsuwohsihsoht
626,he/she is deciding,tekukhtih,tekukotih,tekukhtihsk,tuwukhthan,thukhta,tsuwukhtoht
627,he/she is washing,tekvtiye',tekvtiye',tekvtiyehsk,tuwatiye',thvtiya,tsuwatiyet
628,he/she is shelling,tekvthohi',tekvthohi',tekvthohihsk,tuwvthohihs,thvthohi,tsuwvthohihst
630,he/she is turning him/her over,tekhalihkwatek,tetsilihkwatek,tekhalihkwatek,tulhihkwatinvhs,thilihkwatuka,tsulhihkwatinvt
631,he/she is singing,tekhanoki',tetsinoki',tekhanokihsk,tunhokihs,thinhoki,tsunhokihst
632,he/she is clawing him/her,tekhanukohsk,tetsinukohsk,tekhanukohsk,tunhukohs,thinukola,tsunhukohst
633,to come out of the nose,tekhayvhsko'ih,,,,,
634,he/she is washing,tekhkilo',tekvkilo',tekhkilohsk,tuhkilo',thvhkilotsa,tsuhkilohst
722,he/she is confronted with it,tutlohsk,takwatlohsk,tutlohsk,tutlohs,titsatlohi,tsutlohihst
723,he/she is called,tuto',takwato',tuto',tuto',tetsato'ehsti,tsutohst
724,he/she is staggering,tutokhtih,takwatokhtih,tutokhtihsk,tutokhthan,titsatokhta,tsutokhtoht
725,he/she is getting a rash,tukwenothihsk,takikwenothihsk,tukwenothihsk,tukwenothihs,titsakwenothihi,tsukwenothihst
726,he/she has horns,tulhk,takilhk,tulhk,tulhk,tetsalhkehsti,
727,he/she is sneezing,tuyhvhstoyhsk,takhiyvhstoyhsk,tuyhvhstoyhsk,tuyhvhstoyh,titshayvhstoyha,tsuyhvhstoyhst
728,he/she is vomiting,tukhstih,takikhstih,tukhstihsk,tukhsthan,titsakhsta,tsukhstoht
729,he/she is wearing glasses,tukhthinvth,takwakhthinvth,tukhthinvth,tukhthinvth,tetsakhthinvthehsti,tsukhthinvtht
730,he/she is wearing shoes,tulahsulh,takwalahsulh,tulahsulh,tulahsulh,tetsalahsulhehsti,
732,he/she is wearing gloves,tuliyehsul,takwaliyehsul,tuliyehsul,tuliyehsul,thaliyehsulvka,tsuliyehsulot
733,he/she is wearing socks,tuliyoh,takwaliyoh,tuliyoh,tuliyoh,tetsaliyohehsti,
735,he/she is working,tulvwhihstaneh,takilvwhihstaneh,tulvwhihstaneh,tulvwhihstanel,titsalvwhihstahsi,tsulvwhihstaneht
737,he/she is making footsteps,tuhstanoyhvhk,takwahstanoyhvhk,tuhstanoyhvhk,tuhstanoyhvhk,titsahstanoyhvla,tsuhstanoyhvlhihst
738,he/she is releasing it,tuhskalehstih,takwahskalehstih,tuhskalehstihsk,tuhskalehsthan,titsahskalehsta,tsuhskalehstoht
739,he/she is tired,tuyawek,takiyawek,tuyawek,tuyawets,titsayaweki,tsuyawehst
740,he/she is releasing it,tuyohsk,takiyohsk,tuyohsk,tuyohs,titsayohi,tsuyohihst
742,he/she is walking around,etoh,ketoh,etoh,uwetol,heta,uwetahst
743,he/she is going,ek,kek,ek,uwenvhs,hena,uwenvhst
746,he/she lives,eh,ke',eh,,hehehsti,
752,he/she thinks so,eli',keli',elihsk,uwelihs,hela,uwelihst
757,he/she is straightening it,katshinohsih,tsitshinohsih,katshinohsihsk,uwatshinohsanh,hitshinohsa,uwatshinohsoht
759,it is hanging,kata',kata',kata',,hata'ehsti,
764,he/she is plowing it,kataluki',tsitaluki',katalukihsk,uwatalukan,hitalukvka,uwatalukot
766,he/she is removing it from a hanging position,kate',kate',katehsk,utehs,hataki,utehst
767,he/she is turning it,kateyhstih,tsiteyahstih,kateyhstihsk,uwateyhsthan,hiteyhsta,uwateyhstoht
769,he/she is spinning it,katikwalvteyhstih,tsitikwalvteyhstih,katikwalvteyhstihsk,uwatikwalvteyhsthan,hitikwalvteyhsta,uwatikwalvteyhstoht
770,he/she is strapping it,katlohih,tsitlohih,katlohih,uwatlolh,hitloka,uwatlohst
772,he/she is standing,katok,tsitok,katok,,hitokehsti,
775,he/she is pitying him/her,katolik,tsiyatolik,katolik,uwatolits,hiyatoliki,uwatolihst
776,he/she is dropping him/her,katonhtih,tsiyatonhtih,katonhtihsk,utonhthan,hiyatonhta,utonhtoht
777,it is falling from a hanging position,katohsk,katohsk,katohsk,utohs,hatohi,utohihst
784,he/she is baking it,katuhvhsk,tsituhvhsk,katuhvhsk,uwatunh,hituhvka,uwatht
788,he/she is hanging up it,katv'vhsk,katv'vhsk,katv'vhsk,utvn,hatv'vka,utvt
791,he/she is rowing,kakawehsk,tsikawehsk,kakawehsk,uwakawehs,hikawehi,uwakawehst
796,he/she is pecking it,kakwayohih,tsiyakwayo'ih,kakwayohih,uwakwayolh,hiyakwayo'a,uwakwayohst
798,he/she is putting it into a container,kalhtih,tsilotih,kalhtihsk,ulhthan,hilhta,ulhtoht
803,he/she is sleeping,kalhih,tsi'lih,kalhih,,hilhvna,ulhvnht
804,he/she is gathering it,kalhihsih,tsilhihsih,kalhihsihsk,uwalhihsanh,hilhihsa,uwalhihsoht
809,he/she is piling it up,kalhuhsk,tsilhuhsk,kalhuhsk,uwalhun,hilhuka,uwalhuhst
810,he/she is tying him/her up,kalhv'ih,kalv'ih,kalhv'ih,ulhvl,hiya'lvtsa,ulhvhst
811,he/she is putting it in a hole or a container,kalhvhsk,tsi'lvhsk,kalhvhsk,ulhan,hilhvka,ulht
812,he/she is sleepy,kalhvhsk,tsi'lvhsk,kalhvhsk,ulhvnh,hilhvna,ulhvnht
813,he/she is taking it somewhere by hand,kanhek,tsi'nek,kanhek,unhvhs,hinhuka,unhvhst
814,he/she is holding it,kanheh,tsineh,tsi'neha,,kanheho'i,hinhehehst
815,he/she is handling it,kanhitoh,tsi'nitoh,kanhitoh,unhitol,hinhita,unhitahst
818,he/she is eating it,kayhe',tsiyaye',kayhehsk,uwayha',hiyayaka,uwayhehst
820,he/she is ripping it,katsakalih,tsitsakali',katsakalihsk,uwatsakalvh,hitsakala,uwatsakalht
821,he/she is scratching him/her,katsalikohsk,tsiyatsalikohsk,katsalikohsk,uwatsalikohs,hiyatsalikola,uwatsalikohst
823,he/she is pricking him/her,katsayohih,tsiyatsayo'ih,katsayohih,uwatsayolh,hiyatsayo'a,uwatsayohst
824,he/she is wringing it out,katsvwahstih,tsitsvwahstih,katsvwahstihsk,uwatsvwahsthan,hitsvwahsta,uwatsvwahstoht
825,he/she is stinging it,katsvyhsk,tsiyatsvyhsk,katsvyhsk,uwatsvyh,hiyatsvyha,uwatsvyhst
826,he/she is leaving a living thing behind,kakhahiya',tsiyakhahiya',kakhahiyahsk,uwakhahiy,hiyakhahiya,uwakhahiyahst
827,he/she is giving him/her a living thing,kakhaneh,tsiyakhaneh,kakhaneh,uwakhanel,hiyakhahsi,uwakhaneht
829,he/she is wrapping him/her,kakwhenvhsk,tsiyakwhenvhsk,kakwhenvhsk,uwakwhenvnh,hiyakwhenvna,uwakwhenvht
830,he/she is putting it in a container,kalati',tsilati',kalatihsk,ulat,hilata,ulatihst
833,he/she is taking it out of a container,kale',tsile',kalehsk,ulehs,hilaki,ulehst
834,he/she is climbing it,ka'lek,tsi'lek,ka'lek,ulvhs,hi'luka,ulvhst
837,he/she is burning,kaleyvhsk,tsileyvhsk,kaleyvhsk,uleyvhs,hileyvhi,uleyvhihst
838,it is falling from an upright position,kaleyvhsk,tsileyvhsk,kaleyvhsk,uleyvhs,hileyvhi,uleyvhihst
839,he/she is climbing around,ka'litoh,tsi'litoh,ka'litoh,ulitol,hi'lita,ulitahst
840,it is burning,kalik,,kalik,ulits,,
841,he/she is taking it out of a container,kalih,tsila',kalihsk,ulvh,hila,ulht
842,it is dying,kaliwhok,tsiliwok,kaliwhok,uliwhots,hiliwhoki,uliwhohst
844,he/she is spanking him/her,kali'vnhih,tsili'vnhih,kal'vnhih,uli'vnhil,hili'vnhka,uli'vnhst
845,he/she is hoeing it,kaloki',tsiloki',kalokihsk,ulokan,hilokvka,ulokot
848,he/she is stopping by,kalohihstih,tsilo'ihstih,kalohihstihsk,ulohihsthan,hilohihsta,ulohihstoht
850,he/she is overtaking him/her,kalohihseh,tsilo'ihseh,kalohihseh,ulohihsel,hilo'ihsi,ulohihseht
852,he/she is bluffing him/her,kalonahstih,tsilonahstih,kalonahstihsk,ulonahsthan,hilonahsta,ulonahstoht
853,he/she is oiling it,kalone',tsilone',kalonehsk,ulone',hilona,ulonet
854,he/she is making him/her fall from an elevated position,kalonhtih,tsilonhtih,kalonhtihsk,ulonhthan,hilonhta,ulonhtoht
855,he/she is cheating,kalonuheh,tsilonu'eh,kalonuhehsk,ulonuhelh,hilonuhvla,ulonuheht
856,he/she is passing by without stopping,kalohsk,tsilohsk,kalohsk,ulohs,hilohi,ulohihst
857,he/she is falling from an elevated position,kalohsk,tsilohsk,kalohsk,ulohs,hilohi,ulohihst
858,he/she is arriving,ka'luhk,tsi'luhk,ka'luhk,uluhts,hi'luhki,uluhihst
859,it’s lacking,kalulok,tsilulok,kalulok,ululots,hiluloki,ululohst
862,he/she is chopping it,kaluyhsk,tsiluyhsk,kaluyhsk,uluyh,hiluyha,uluyhst
864,he/she is beating him/her up,kalvnhih,tsilvnhih,kalvnhih,ulvnhil,hilvnhka,ulvnhst
870,he/she is putting it in a hole or a container,kalvhsk,tsilvhsk,kalvhsk,ulvn,hilv'vka,ulvt
871,he/she is selling it,kanatek,tsinatek,kanatek,unatinvhs,hinatuka,unatinvt
873,he/she is hiring him/her,kanalhvhsk,tsinalhvhsk,kanalhvhsk,unalhvn,hinalhv'vka,unalhvt
876,he/she is finding it,kanawhthih,tsinawhthih,kanawhthihsk,unawhthvh,hinawhtha,unawhthvht
877,he/she is taking it somewhere,kanawitih,tsinawitih,kanawitihsk,unawitvh,hinawita,unawitht
879,he/she is getting it,kane',tsine',kanehsk,unehs,hinaki,unehst
880,he/she is changing it,kanetliyv',tsinetliyv',kanetliyvhsk,unetliyvhs,hinetliyvna,unetliyvhst
882,he/she is taking it somewhere by hand,kanek,tsinek,kanek,uwanvhs,hinuka,uwanvhst
883,he/she is peeling him/her,kanekalih,tsinekalih,kanekalihsk,unekalvh,hinekala,unekalht
884,he/she is getting some liquid,kaneki',tsineki',kanekihsk,unekihs,hineki,unekihst
885,he/she is taking liquid from him/her,kaneki'eh,tsineki'eh,kaneki'eh,uneki'el,hinekihsi,uneki'eht
886,he/she is bewitching him/her,kanekuti',tsinekuti',kanekutihsk,unekut,hinekuta,unekutihst
887,he/she is holding it in his/her hand,kaneh,tsineh,kaneh,,hinehehsti,
888,he/she is leaving some liquid,kanehiya',tsine'iya',kanehiyahsk,unehiy,hinehiya,unehiyahst
889,he/she is giving him/her some liquid,kanenheh,tsineneh,kanenheh,unenhel,hine'vhsi,unenheht
890,he/she is finding some liquid,kanewhahthih,tsinewahthih,kanewhahthihsk,unewhahthvh,hinewhahtha,unewhahthvht
891,he/she is taking some liquid somewhere,kanewhitih,tsinewitih,kanewhitihsk,unewhitvh,hinewhita,unewhitht
893,he/she lives,kanel,tsinel,kanel,,hinelehsti,
895,it’s freezing,kanehstalati',tsinehstalati',kanehstalatihsk,unehstalat,hinehstalata,unehstalatihst
896,it’s hailing,kanehsoyhsk,,kanehsoyhsk,unehsoyhs,,unehsoyhst
899,he/she is lying down,kanhk,tsinvk,kanhk,,hinhkehsti,
901,he/she is agitating liquid,kanhkwa'eh,tsinhkwa'eh,kanhkwa'ehsk,unhkwa'eh,hinhkwa'vla,unhkwa'eht
902,he/she is taking a liquid somewhere by hand,kanhtsek,tsinvtsek,kanhtsek,unhtsvhs,hinhtsuka,unhtsvhst
903,he/she is holding some liquid,kanhtseh,tsinvtseh,kanhtseh,,hinhtsehehsti,
904,he/she is handling some liquid,kanhtsitoh,tsinvtsitoh,kanhtsitoh,unhtsitol,hinhtsita,unhtsitahst
908,he/she is handling it,kanitoh,tsinitoh,kanitoh,uwanitol,hinita,uwanitahst
909,he/she hates him/her,kanikwathih,tsinikwathih,kanikwathih,unikwathilh,hinikwathika,unikwathihst
910,he/she is setting up a bed,kanilhati',tsinilhati',kanilhatihsk,unilhat,hinilhata,unilhatihst
913,he/she is pleading,kanilati',tsinilati',kanilatihsk,unilat,hinilata,unilatihst
914,he/she is burying him/her,ka'nihsih,tsinihsih,ka'nihsihsk,unihsanh,hinihsa,unihsoht
915,he/she is leaving it,ka'niha',tsi'niya',ka'niyahsk,uniy,hiniya,uniyahst
